Request: {}
Malicious: True
----------------------------------------
Request: {}
Malicious: True
----------------------------------------
2025-07-13 13:53:30,083 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?query=&language=en-US&pt=EdgBox&cvid=59cfc62ae843475eb73f196fb8c48f7a&oit=0&pgcl=22&richanswersentity=1 | IP: 
2025-07-13 15:21:05,663 - INFO - Action: ALLOW | URL: https://assets.msn.com/statics/icons/favicon.ico | IP: 
2025-07-13 15:21:05,849 - INFO - Action: ALLOW | URL: https://ab.chatgpt.com/v1/rgstr?k=client-nb0qtYlZuy2tCMN5s5ncnuIBCJncjRViT0IzFm7GqST&st=javascript-client&sv=3.17.0&t=1752402065765&sid=76f6466e-c53f-4d07-a5d0-c132b8be1fba&ec=2&gz=1 | IP: 
2025-07-13 15:21:05,853 - INFO - Action: ALLOW | URL: https://ab.chatgpt.com/v1/rgstr?k=client-nb0qtYlZuy2tCMN5s5ncnuIBCJncjRViT0IzFm7GqST&st=javascript-client&sv=3.17.0&t=1752402065765&sid=76f6466e-c53f-4d07-a5d0-c132b8be1fba&ec=2&gz=1 | IP: 
2025-07-13 15:21:06,058 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
2025-07-13 15:21:06,063 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
2025-07-13 15:21:07,170 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/segments/recoitems/weather?apikey=UhJ4G66OjyLbn9mXARgajXLiLw6V75sHnfpU60aJBB&activityId=B280FFD2-3820-4DE2-B779-89DFDC47EB50&ocid=weather-peregrine&cm=en-xl&it=app&user=m-04489FBC4A856FC60FE689A54B066EDE&scn=APP_ANON&appId=4de6fc9f-3262-47bf-9c99-e189a8234fa2&wrapodata=false&includemapsmetadata=true&cuthour=true&filterRule=card&distanceinkm=0&regionDataCount=20&orderby=distance&days=5&pageOcid=anaheim-ntp-peregrine&source=undefined_csr&hours=13&fdhead=prg-1sw-wxaqepp%2Cprg-1sw-wxaqoff%2C1s-wxmixcache%2Cprg-1sw-wxncvf%2Cprg-1sw-wxtrlog%2Cprg-1sw-wxtrlogp-c%2Cprg-1sw-wxomghdeu&contentcount=3&region=xl&market=en-xl&locale=en-xl | IP: 
2025-07-13 15:21:07,178 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/segments/recoitems/weather?apikey=UhJ4G66OjyLbn9mXARgajXLiLw6V75sHnfpU60aJBB&activityId=B280FFD2-3820-4DE2-B779-89DFDC47EB50&ocid=weather-peregrine&cm=en-xl&it=app&user=m-04489FBC4A856FC60FE689A54B066EDE&scn=APP_ANON&appId=4de6fc9f-3262-47bf-9c99-e189a8234fa2&wrapodata=false&includemapsmetadata=true&cuthour=true&filterRule=card&distanceinkm=0&regionDataCount=20&orderby=distance&days=5&pageOcid=anaheim-ntp-peregrine&source=undefined_csr&hours=13&fdhead=prg-1sw-wxaqepp%2Cprg-1sw-wxaqoff%2C1s-wxmixcache%2Cprg-1sw-wxncvf%2Cprg-1sw-wxtrlog%2Cprg-1sw-wxtrlogp-c%2Cprg-1sw-wxomghdeu&contentcount=3&region=xl&market=en-xl&locale=en-xl | IP: 
2025-07-13 15:21:07,967 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:21:07,976 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:21:08,128 - INFO - Action: ALLOW | URL: https://ntp.msn.com/edge/ntp/service-worker.js?bundles=latest&riverAgeMinutes=2880&navAgeMinutes=2880&networkTimeoutSeconds=5&bgTaskNetworkTimeoutSeconds=8&ssrBasePageNavAgeMinutes=720&enableEmptySectionRoute=true&enableNavPreload=true&enableFallbackVerticalsFeed=true&noCacheLayoutTemplates=true&cacheSSRBasePageResponse=true&enableStaticAdsRouting=true&enableWidgetsRegion=true&enableNonPrerenderStaticNav=true&enableSWNotRunningStaticNav=true | IP: 
2025-07-13 15:21:08,134 - INFO - Action: ALLOW | URL: https://ntp.msn.com/edge/ntp/service-worker.js?bundles=latest&riverAgeMinutes=2880&navAgeMinutes=2880&networkTimeoutSeconds=5&bgTaskNetworkTimeoutSeconds=8&ssrBasePageNavAgeMinutes=720&enableEmptySectionRoute=true&enableNavPreload=true&enableFallbackVerticalsFeed=true&noCacheLayoutTemplates=true&cacheSSRBasePageResponse=true&enableStaticAdsRouting=true&enableWidgetsRegion=true&enableNonPrerenderStaticNav=true&enableSWNotRunningStaticNav=true | IP: 
2025-07-13 15:21:21,535 - INFO - Action: ALLOW | URL: https://chatgpt.com/backend-api/lat/r | IP: 
2025-07-13 15:21:21,539 - INFO - Action: ALLOW | URL: https://chatgpt.com/backend-api/lat/r | IP: 
2025-07-13 15:21:21,749 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:21,752 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:21,789 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:21,818 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:21,828 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:21,834 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:22,579 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:22,582 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:22,598 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:22,602 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/v1/t | IP: 
2025-07-13 15:21:23,288 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,292 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,299 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,305 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,310 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,315 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,320 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,631 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,637 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,818 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,831 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,837 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,844 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:23,933 - INFO - Action: ALLOW | URL: https://edge.skype.com/registrar/prod/v2/registrations/0de86c17-e565-414f-918f-3105267db751_GG | IP: 
2025-07-13 15:21:25,846 - INFO - Action: ALLOW | URL: https://ab.chatgpt.com/v1/rgstr?k=client-nb0qtYlZuy2tCMN5s5ncnuIBCJncjRViT0IzFm7GqST&st=javascript-client&sv=3.17.0&t=1752402085766&sid=76f6466e-c53f-4d07-a5d0-c132b8be1fba&ec=4&gz=1 | IP: 
2025-07-13 15:21:25,850 - INFO - Action: ALLOW | URL: https://ab.chatgpt.com/v1/rgstr?k=client-nb0qtYlZuy2tCMN5s5ncnuIBCJncjRViT0IzFm7GqST&st=javascript-client&sv=3.17.0&t=1752402085766&sid=76f6466e-c53f-4d07-a5d0-c132b8be1fba&ec=4&gz=1 | IP: 
2025-07-13 15:21:28,944 - INFO - Action: ALLOW | URL: https://aks-prod-southeastasia.access-point.cloudmessaging.edge.microsoft.com/ | IP: 
2025-07-13 15:21:28,953 - INFO - Action: ALLOW | URL: https://aks-prod-southeastasia.access-point.cloudmessaging.edge.microsoft.com/ | IP: 
2025-07-13 15:21:31,281 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/statsc/flush | IP: 
2025-07-13 15:21:31,285 - INFO - Action: ALLOW | URL: https://chatgpt.com/ces/statsc/flush | IP: 
2025-07-13 15:21:46,163 - INFO - Action: ALLOW | URL: https://chatgpt.com/backend-api/conversation/implicit_message_feedback | IP: 
2025-07-13 15:21:46,168 - INFO - Action: ALLOW | URL: https://chatgpt.com/backend-api/conversation/implicit_message_feedback | IP: 
2025-07-13 15:21:47,725 - INFO - Action: ALLOW | URL: https://browser-intake-datadoghq.com/api/v2/logs?ddsource=browser&ddtags=sdk_version%3A5.34.1%2Capi%3Abeacon%2Cenv%3Aprod%2Cservice%3Achatgpt-web%2Cversion%3Aa3ddb28e5ce81f34f40ddaf586e9dfff7591260c&dd-api-key=pub1f79f8ac903a5872ae5f53026d20a77c&dd-evp-origin-version=5.34.1&dd-evp-origin=browser&dd-request-id=438f15ff-d347-4173-9133-a08a9c0d811b | IP: 
2025-07-13 15:21:47,729 - INFO - Action: ALLOW | URL: https://browser-intake-datadoghq.com/api/v2/logs?ddsource=browser&ddtags=sdk_version%3A5.34.1%2Capi%3Abeacon%2Cenv%3Aprod%2Cservice%3Achatgpt-web%2Cversion%3Aa3ddb28e5ce81f34f40ddaf586e9dfff7591260c&dd-api-key=pub1f79f8ac903a5872ae5f53026d20a77c&dd-evp-origin-version=5.34.1&dd-evp-origin=browser&dd-request-id=438f15ff-d347-4173-9133-a08a9c0d811b | IP: 
2025-07-13 15:21:48,425 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?enablerslookup=1&query=&language=en-US&pt=EdgBox&cvid=0969d86b4d1941c28258f947e4162e7c&oit=0&pgcl=4&richanswersentity=1 | IP: 
2025-07-13 15:21:48,429 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?enablerslookup=1&query=&language=en-US&pt=EdgBox&cvid=0969d86b4d1941c28258f947e4162e7c&oit=0&pgcl=4&richanswersentity=1 | IP: 
2025-07-13 15:21:48,906 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?query=http%3A%2F%2Fhttpbin.org%2Fget&language=en-US&pt=EdgBox&cvid=0969d86b4d1941c28258f947e4162e7c&oit=3&cp=22&pgcl=4&richanswersentity=1 | IP: 
2025-07-13 15:21:48,911 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?query=http%3A%2F%2Fhttpbin.org%2Fget&language=en-US&pt=EdgBox&cvid=0969d86b4d1941c28258f947e4162e7c&oit=3&cp=22&pgcl=4&richanswersentity=1 | IP: 
2025-07-13 15:21:49,690 - INFO - Action: ALLOW | URL: http://httpbin.org/get | IP: 
2025-07-13 15:21:49,694 - INFO - Action: ALLOW | URL: http://httpbin.org/get | IP: 
2025-07-13 15:21:50,131 - INFO - Action: ALLOW | URL: https://nav-edge.smartscreen.microsoft.com/api/browser/edge/navigate/3 | IP: 
2025-07-13 15:21:50,136 - INFO - Action: ALLOW | URL: https://nav-edge.smartscreen.microsoft.com/api/browser/edge/navigate/3 | IP: 
2025-07-13 15:21:50,177 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:21:50,180 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:21:50,281 - INFO - Action: ALLOW | URL: http://httpbin.org/favicon.ico | IP: 
2025-07-13 15:21:50,285 - INFO - Action: ALLOW | URL: http://httpbin.org/favicon.ico | IP: 
2025-07-13 15:21:51,773 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:21:51,779 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:21:52,467 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:21:52,470 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:21:57,928 - INFO - Action: ALLOW | URL: https://aks-prod-southeastasia.access-point.cloudmessaging.edge.microsoft.com/ | IP: 
2025-07-13 15:21:57,933 - INFO - Action: ALLOW | URL: https://aks-prod-southeastasia.access-point.cloudmessaging.edge.microsoft.com/ | IP: 
2025-07-13 15:21:58,904 - INFO - Action: ALLOW | URL: https://chatgpt.com/backend-api/conversation/implicit_message_feedback | IP: 
2025-07-13 15:21:58,907 - INFO - Action: ALLOW | URL: https://chatgpt.com/backend-api/conversation/implicit_message_feedback | IP: 
2025-07-13 15:22:01,194 - INFO - Action: ALLOW | URL: https://api2.cursor.sh/auth/full_stripe_profile | IP: 
2025-07-13 15:22:01,198 - INFO - Action: ALLOW | URL: https://api2.cursor.sh/auth/full_stripe_profile | IP: 
2025-07-13 15:22:02,768 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:22:02,772 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:22:04,336 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:22:04,341 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:22:05,848 - INFO - Action: ALLOW | URL: https://sb.scorecardresearch.com/b?rn=1752402125528&c1=2&c2=3000001&cs_ucfr=1&c7=https%3A%2F%2Fntp.msn.com%2Fedge%2Fntp%3Flocale%3Den-US%26title%3DNew%2Btab%26dsp%3D1%26sp%3DBing%26feed_dis%3Dalways%26en_widget_reg%3Dfalse%26prerender%3D1%26PC%3DU531%26ocid%3Dmsedgntp%26content%3D1%26mkt%3Den-xl&c8=New+tab&c9=&cs_fpid=04489FBC4A856FC60FE689A54B066EDE&cs_fpit=o&cs_fpdm=*null&cs_fpdt=*null | IP: 
2025-07-13 15:22:05,852 - INFO - Action: ALLOW | URL: https://sb.scorecardresearch.com/b?rn=1752402125528&c1=2&c2=3000001&cs_ucfr=1&c7=https%3A%2F%2Fntp.msn.com%2Fedge%2Fntp%3Flocale%3Den-US%26title%3DNew%2Btab%26dsp%3D1%26sp%3DBing%26feed_dis%3Dalways%26en_widget_reg%3Dfalse%26prerender%3D1%26PC%3DU531%26ocid%3Dmsedgntp%26content%3D1%26mkt%3Den-xl&c8=New+tab&c9=&cs_fpid=04489FBC4A856FC60FE689A54B066EDE&cs_fpit=o&cs_fpdm=*null&cs_fpdt=*null | IP: 
2025-07-13 15:22:05,972 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:22:05,977 - INFO - Action: ALLOW | URL: https://functional.events.data.microsoft.com/OneCollector/1.0/ | IP: 
2025-07-13 15:22:06,052 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/news/feed/pages/weblayout?User=m-04489FBC4A856FC60FE689A54B066EDE&activityId=B280FFD2-3820-4DE2-B779-89DFDC47EB50&adminDisabled=false&adoffsets=c1:-1,c2:-1,c3:-1,c4:-1&adsTimeout=600&apikey=1hYoJsIRvPEnSkk0hlnJF2092mHqiz7xFenIFKa9uc&apptype=edgeChromium&audienceMode=adult&backgroundImageIsSet=false&cm=en-xl&colstatus=c1:0,c2:0,c3:0,c4:0&column=c4&colwidth=300&contentType=article,video,slideshow,webcontent&cookieWallPresent=false&copilotApiSupported=true&dprValue=1.5&duotone=true&edgExpMask=633318697664769&inEdgeFeatures=false&it=app&l3v=2&layout=c4&memory=8&mobile=false&newDevFreTime=1751092810175&newProfFreTime=1751092810148&newsSkip=0&newsTop=48&ocid=anaheim-ntp-feeds&pgc=299&pgname=default&pgtype=ntp&promotion=1751365214954_f_1_0&revertTimes=0&scn=APP_ANON&timeOut=1000&vpSize=1272x564&wposchema=byregion | IP: 
2025-07-13 15:22:06,056 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/news/feed/pages/weblayout?User=m-04489FBC4A856FC60FE689A54B066EDE&activityId=B280FFD2-3820-4DE2-B779-89DFDC47EB50&adminDisabled=false&adoffsets=c1:-1,c2:-1,c3:-1,c4:-1&adsTimeout=600&apikey=1hYoJsIRvPEnSkk0hlnJF2092mHqiz7xFenIFKa9uc&apptype=edgeChromium&audienceMode=adult&backgroundImageIsSet=false&cm=en-xl&colstatus=c1:0,c2:0,c3:0,c4:0&column=c4&colwidth=300&contentType=article,video,slideshow,webcontent&cookieWallPresent=false&copilotApiSupported=true&dprValue=1.5&duotone=true&edgExpMask=633318697664769&inEdgeFeatures=false&it=app&l3v=2&layout=c4&memory=8&mobile=false&newDevFreTime=1751092810175&newProfFreTime=1751092810148&newsSkip=0&newsTop=48&ocid=anaheim-ntp-feeds&pgc=299&pgname=default&pgtype=ntp&promotion=1751365214954_f_1_0&revertTimes=0&scn=APP_ANON&timeOut=1000&vpSize=1272x564&wposchema=byregion | IP: 
2025-07-13 15:22:06,074 - INFO - Action: ALLOW | URL: https://c.msn.com/c.gif?rnd=1752402125527&udc=true&pg.n=default&pg.t=ntp&pg.c=299&pg.p=anaheim&rf=&tp=https%3A%2F%2Fntp.msn.com%2Fedge%2Fntp%3Flocale%3Den-US%26title%3DNew%2520tab%26dsp%3D1%26sp%3DBing%26feed_dis%3Dalways%26en_widget_reg%3Dfalse%26prerender%3D1%26PC%3DU531%26ocid%3Dmsedgntp&cvs=Browser&di=340&st.dpt=&st.sdpt=antp&subcvs=homepage&lng=en-xl&rid=b280ffd238204de2b77989dfdc47eb50&activityId=b280ffd238204de2b77989dfdc47eb50&d.imd=false&scr=1280x720&anoncknm=app_anon&issso=&aadState=0 | IP: 
2025-07-13 15:22:06,078 - INFO - Action: ALLOW | URL: https://c.msn.com/c.gif?rnd=1752402125527&udc=true&pg.n=default&pg.t=ntp&pg.c=299&pg.p=anaheim&rf=&tp=https%3A%2F%2Fntp.msn.com%2Fedge%2Fntp%3Flocale%3Den-US%26title%3DNew%2520tab%26dsp%3D1%26sp%3DBing%26feed_dis%3Dalways%26en_widget_reg%3Dfalse%26prerender%3D1%26PC%3DU531%26ocid%3Dmsedgntp&cvs=Browser&di=340&st.dpt=&st.sdpt=antp&subcvs=homepage&lng=en-xl&rid=b280ffd238204de2b77989dfdc47eb50&activityId=b280ffd238204de2b77989dfdc47eb50&d.imd=false&scr=1280x720&anoncknm=app_anon&issso=&aadState=0 | IP: 
2025-07-13 15:22:06,115 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
2025-07-13 15:22:06,118 - INFO - Action: ALLOW | URL: https://edge.microsoft.com/sync/v1/feeds/me/syncEntities/command/?client=Chromium&client_id=6FVeQquZso0SIlsweFMEXw%3D%3D | IP: 
2025-07-13 15:22:06,459 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752402125512&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&time-delta-to-apply-millis=use-collector-delta&w=0&NoResponseBody=true | IP: 
2025-07-13 15:22:06,464 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752402125512&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&time-delta-to-apply-millis=use-collector-delta&w=0&NoResponseBody=true | IP: 
2025-07-13 15:22:06,481 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752402125517&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:22:06,487 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752402125517&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:22:06,502 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752402125526&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:22:06,509 - INFO - Action: ALLOW | URL: https://browser.events.data.msn.com/OneCollector/1.0?cors=true&content-type=application/x-json-stream&client-id=NO_AUTH&client-version=1DS-Web-JS-3.2.8&apikey=0ded60c75e44443aa3484c42c1c43fe8-9fc57d3f-fdac-4bcf-b927-75eafe60192e-7279&upload-time=1752402125526&ext.intweb.msfpc=GUID%3D690c0269ad8245e0837d6e59f1505bb5%26HASH%3D690c%26LV%3D202506%26V%3D4%26LU%3D1751314270659&w=0&NoResponseBody=true | IP: 
2025-07-13 15:22:06,921 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?edgcopilotchat=1&query=curl+-x+http%3A%2F%2Flocalhost%3A8080+http%3A%2F%2Fhttpbin.org%2Fget&language=en-US&pt=EdgBox&cvid=995fa7eb4890424d8fa46c195d43ce36&oit=4&cp=52&pgcl=1&richanswersentity=1 | IP: 
2025-07-13 15:22:06,932 - INFO - Action: ALLOW | URL: https://www.bing.com/qbox?edgcopilotchat=1&query=curl+-x+http%3A%2F%2Flocalhost%3A8080+http%3A%2F%2Fhttpbin.org%2Fget&language=en-US&pt=EdgBox&cvid=995fa7eb4890424d8fa46c195d43ce36&oit=4&cp=52&pgcl=1&richanswersentity=1 | IP: 
2025-07-13 15:22:06,998 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/news/feed/pages/weblayout?User=m-04489FBC4A856FC60FE689A54B066EDE&activityId=B280FFD2-3820-4DE2-B779-89DFDC47EB50&adminDisabled=false&adoffsets=c1:-1,c2:-1,c3:-1,c4:-1&adsTimeout=600&apikey=1hYoJsIRvPEnSkk0hlnJF2092mHqiz7xFenIFKa9uc&apptype=edgeChromium&audienceMode=adult&backgroundImageIsSet=false&cm=en-xl&colstatus=c1:0,c2:0,c3:0,c4:0&column=c4&colwidth=300&contentType=article,video,slideshow,webcontent&cookieWallPresent=false&copilotApiSupported=true&dprValue=1.5&duotone=true&edgExpMask=633318697664769&inEdgeFeatures=false&it=app&l3v=2&layout=c4&memory=8&mobile=false&newDevFreTime=1751092810175&newProfFreTime=1751092810148&newsSkip=0&newsTop=48&ocid=anaheim-ntp-feeds&pgc=299&pgname=default&pgtype=ntp&promotion=1751365214954_f_1_0&revertTimes=0&scn=APP_ANON&timeOut=1000&vpSize=1272x564&wposchema=byregion | IP: 
2025-07-13 15:22:07,009 - INFO - Action: ALLOW | URL: https://assets.msn.com/service/news/feed/pages/weblayout?User=m-04489FBC4A856FC60FE689A54B066EDE&activityId=B280FFD2-3820-4DE2-B779-89DFDC47EB50&adminDisabled=false&adoffsets=c1:-1,c2:-1,c3:-1,c4:-1&adsTimeout=600&apikey=1hYoJsIRvPEnSkk0hlnJF2092mHqiz7xFenIFKa9uc&apptype=edgeChromium&audienceMode=adult&backgroundImageIsSet=false&cm=en-xl&colstatus=c1:0,c2:0,c3:0,c4:0&column=c4&colwidth=300&contentType=article,video,slideshow,webcontent&cookieWallPresent=false&copilotApiSupported=true&dprValue=1.5&duotone=true&edgExpMask=633318697664769&inEdgeFeatures=false&it=app&l3v=2&layout=c4&memory=8&mobile=false&newDevFreTime=1751092810175&newProfFreTime=1751092810148&newsSkip=0&newsTop=48&ocid=anaheim-ntp-feeds&pgc=299&pgname=default&pgtype=ntp&promotion=1751365214954_f_1_0&revertTimes=0&scn=APP_ANON&timeOut=1000&vpSize=1272x564&wposchema=byregion | IP: 
2025-07-13 15:22:07,054 - INFO - Action: ALLOW | URL: https://www.bing.com/search?pglt=299&q=curl+-x+http%3A%2F%2Flocalhost%3A8080+http%3A%2F%2Fhttpbin.org%2Fget&cvid=995fa7eb4890424d8fa46c195d43ce36&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBBzY5MGowajGoAgCwAgA&FORM=ANNTA1&PC=U531 | IP: 
2025-07-13 15:22:07,060 - INFO - Action: ALLOW | URL: https://www.bing.com/search?pglt=299&q=curl+-x+http%3A%2F%2Flocalhost%3A8080+http%3A%2F%2Fhttpbin.org%2Fget&cvid=995fa7eb4890424d8fa46c195d43ce36&gs_lcrp=EgRlZGdlKgYIABBFGDkyBggAEEUYOdIBBzY5MGowajGoAgCwAgA&FORM=ANNTA1&PC=U531 | IP: 
